rank,player_name,points,player_url,scraped_at
569,A. Magadan,70,/en/players/alan-magadan/m0hd/overview,2026-07-16T04:31:59.811156
570,A. Rubio Fierros,69,/en/players/alan-fernando-rubio-fierros/rh88/overview,2026-07-16T04:31:59.811156
571,S. Gulin,69,/en/players/svyatoslav-gulin/g0j9/overview,2026-07-16T04:31:59.811156
572,A. Vasilev,68,/en/players/alexander-vasilev/v0gr/overview,2026-07-16T04:31:59.811156
573,H. Chung,68,/en/players/hyeon-chung/ch27/overview,2026-07-16T04:31:59.811156
574,R. Faucon,68,/en/players/romain-faucon/f0f0/overview,2026-07-16T04:31:59.811156
575,A. Ritschard,67,/en/players/alexander-ritschard/rc04/overview,2026-07-16T04:31:59.811156
576,E. Kirkin,67,/en/players/ergi-kirkin/ki48/overview,2026-07-16T04:31:59.811156
577,R. Catry,67,/en/players/robin-catry/c0jt/overview,2026-07-16T04:31:59.811156
578,O. Baris,66,/en/players/ozan-baris/c0hx/overview,2026-07-16T04:31:59.811156
579,A. Elsayed,66,/en/players/amr-elsayed/a0g8/overview,2026-07-16T04:31:59.811156
580,K. Lee,66,/en/players/kuan-yi-lee/lh70/overview,2026-07-16T04:31:59.811156
581,M. Zielinski,66,/en/players/marcel-zielinski/z0c9/overview,2026-07-16T04:31:59.811156
582,T. Legout,65,/en/players/timo-legout/l0er/overview,2026-07-16T04:31:59.811156
583,D. Madaras,65,/en/players/dragos-nicolae-madaras/mw54/overview,2026-07-16T04:31:59.811156
584,I. Ivanov,65,/en/players/ivan-ivanov/i0bf/overview,2026-07-16T04:31:59.811156
585,I. Almazan Valiente,65,/en/players/izan-almazan-valiente/a0kq/overview,2026-07-16T04:31:59.811156
586,K. Filar,65,/en/players/karol-filar/f0hn/overview,2026-07-16T04:31:59.811156
587,N. Ehrenschneider,65,/en/players/nino-ehrenschneider/e0bo/overview,2026-07-16T04:31:59.811156
588,F. Planinsek,65,/en/players/filip-jeff-planinsek/p0fv/overview,2026-07-16T04:31:59.811156
589,P. Martinez Gomez,64,/en/players/pablo-martinez-gomez/m0o6/overview,2026-07-16T04:31:59.811156
590,G. Young,64,/en/players/gavin-young/y0bf/overview,2026-07-16T04:31:59.811156
591,J. Domingues,64,/en/players/joao-domingues/d985/overview,2026-07-16T04:31:59.811156
592,J. Bradshaw,64,/en/players/jacob-bradshaw/b0ot/overview,2026-07-16T04:31:59.811156
593,L. Angelini,64,/en/players/lorenzo-angelini/a0hz/overview,2026-07-16T04:31:59.811156
594,G. Oradini,64,/en/players/giovanni-oradini/o639/overview,2026-07-16T04:31:59.811156
595,S. Popovic,64,/en/players/stefan-popovic/p0g5/overview,2026-07-16T04:31:59.811156
596,A. Kim,63,/en/players/aidan-kim/k0hz/overview,2026-07-16T04:31:59.811156
597,D. De Jonge,63,/en/players/daniel-de-jonge/d0cu/overview,2026-07-16T04:31:59.811156
598,R. Dickerson,63,/en/players/ryan-dickerson/d0in/overview,2026-07-16T04:31:59.811156
599,T. McCormick,62,/en/players/tristan-mccormick/m0eg/overview,2026-07-16T04:31:59.811156
600,M. Gonzalez Fernandez,62,/en/players/mario-gonzalez-fernandez/g0g2/overview,2026-07-16T04:31:59.811156
601,A. Paulson,61,/en/players/andrew-paulson/p0ev/overview,2026-07-16T04:31:59.811156
602,M. Basic,61,/en/players/mirza-basic/be67/overview,2026-07-16T04:31:59.811156
603,A. Thanos,61,/en/players/aristotelis-thanos/t0ei/overview,2026-07-16T04:31:59.811156
604,T. Huang,61,/en/players/tsung-hao-huang/h0b5/overview,2026-07-16T04:31:59.811156
605,A. Barroso Campos,61,/en/players/alberto-barroso-campos/bu36/overview,2026-07-16T04:31:59.811156
606,C. Hewitt,61,/en/players/cruz-hewitt/h0k0/overview,2026-07-16T04:31:59.811156
607,L. Rossi,61,/en/players/leonardo-rossi/r0h6/overview,2026-07-16T04:31:59.811156
608,N. Tepmahc,61,/en/players/nicolas-tepmahc/t0bd/overview,2026-07-16T04:31:59.811156
609,L. Alvarez,60,/en/players/luis-carlos-alvarez/a0iy/overview,2026-07-16T04:31:59.811156
610,A. Vatutin,60,/en/players/alexey-vatutin/v717/overview,2026-07-16T04:31:59.811156
611,A. Shah,60,/en/players/aryan-shah/s0w8/overview,2026-07-16T04:31:59.811156
612,J. Kumstat,60,/en/players/jan-kumstat/k0jh/overview,2026-07-16T04:31:59.811156
613,M. Vankan,60,/en/players/marlon-vankan/v0bp/overview,2026-07-16T04:31:59.811156
614,L. Bocchi,60,/en/players/lorenzo-bocchi/b0am/overview,2026-07-16T04:31:59.811156
615,K. Wehnelt,60,/en/players/kai-wehnelt/w712/overview,2026-07-16T04:31:59.811156
616,M. Fitriadi,60,/en/players/m-rifki-fitriadi/m0d4/overview,2026-07-16T04:31:59.811156
617,S. Purtseladze,60,/en/players/saba-purtseladze/p0ea/overview,2026-07-16T04:31:59.811156
618,D. Dietrich,59,/en/players/dylan-dietrich/d0hx/overview,2026-07-16T04:31:59.811156
619,E. Arutiunian,59,/en/players/erik-arutiunian/a0ia/overview,2026-07-16T04:31:59.811156
620,A. Weis,59,/en/players/alexander-weis/wb19/overview,2026-07-16T04:31:59.811156
621,I. Lopez Morillo,59,/en/players/imanol-lopez-morillo/l0at/overview,2026-07-16T04:31:59.811156
622,B. Kuzuhara,59,/en/players/bruno-kuzuhara/k0hn/overview,2026-07-16T04:31:59.811156
623,S. Heredia,59,/en/players/samuel-heredia/h0hu/overview,2026-07-16T04:31:59.811156
624,E. Donnet,58,/en/players/etienne-donnet/d0dc/overview,2026-07-16T04:31:59.811156
625,O. Pieczkowski,58,/en/players/olaf-pieczkowski/p0it/overview,2026-07-16T04:31:59.811156
626,B. Djuric,58,/en/players/branko-djuric/d0hj/overview,2026-07-16T04:31:59.811156
627,I. Gimenez,58,/en/players/igor-gimenez/g0d9/overview,2026-07-16T04:31:59.811156
628,S. Dev,58,/en/players/s-d-prajwal-dev/dh23/overview,2026-07-16T04:31:59.811156
629,D. Popko,58,/en/players/dmitry-popko/pg20/overview,2026-07-16T04:31:59.811156
630,O. Ovcharenko,58,/en/players/oleksandr-ovcharenko/o0be/overview,2026-07-16T04:31:59.811156
631,M. Zeitune,58,/en/players/maximo-zeitune/z0co/overview,2026-07-16T04:31:59.811156
632,G. Campana Lee,58,/en/players/gerard-campana-lee/c0mh/overview,2026-07-16T04:31:59.811156
633,I. Monzon,58,/en/players/ignacio-monzon/mv75/overview,2026-07-16T04:31:59.811156
634,C. Huertas del Pino,57,/en/players/conner-huertas-del-pino/hg90/overview,2026-07-16T04:31:59.811156
635,F. Lechno-Wasiutynski,57,/en/players/fryderyk-lechno-wasiutynski/l0k7/overview,2026-07-16T04:31:59.811156
636,A. Perez,57,/en/players/alfredo-perez/pl39/overview,2026-07-16T04:31:59.811156
637,S. De La Fuente,57,/en/players/santiago-de-la-fuente/d0dk/overview,2026-07-16T04:31:59.811156
638,F. Iannaccone,57,/en/players/federico-iannaccone/i09n/overview,2026-07-16T04:31:59.811156
639,N. Oberleitner,56,/en/players/neil-oberleitner/o0ad/overview,2026-07-16T04:31:59.811156
640,N. Mashtakov,56,/en/players/nikita-mashtakov/mw62/overview,2026-07-16T04:31:59.811156
641,A. Omarkhanov,56,/en/players/amir-omarkhanov/o0e7/overview,2026-07-16T04:31:59.811156
642,B. Fernandez,56,/en/players/bruno-fernandez/f0fl/overview,2026-07-16T04:31:59.811156
643,D. Sakellaridis,56,/en/players/dimitris-sakellaridis/s0s9/overview,2026-07-16T04:31:59.811156
644,A. Dougaz,55,/en/players/aziz-dougaz/df88/overview,2026-07-16T04:31:59.811156
645,I. Radulov,55,/en/players/iliyan-radulov/r0il/overview,2026-07-16T04:31:59.811156
646,S. Mitsui,55,/en/players/shunsuke-mitsui/m0na/overview,2026-07-16T04:31:59.811156
647,K. Ozolins,55,/en/players/karlis-ozolins/o0bq/overview,2026-07-16T04:31:59.811156
648,M. Efstathiou,55,/en/players/melios-efstathiou/ea31/overview,2026-07-16T04:31:59.811156
649,R. Seggerman,54,/en/players/ryan-seggerman/s0dl/overview,2026-07-16T04:31:59.811156
650,H. Habib,54,/en/players/hady-habib/hf80/overview,2026-07-16T04:31:59.811156
651,P. Fajta,54,/en/players/peter-fajta/f0dp/overview,2026-07-16T04:31:59.811156
652,A. Boros,54,/en/players/attila-boros/b0mp/overview,2026-07-16T04:31:59.811156
653,M. Bobichon,54,/en/players/matisse-bobichon/b0pn/overview,2026-07-16T04:31:59.811156
654,L. Raquillet,54,/en/players/leo-raquillet/r0hq/overview,2026-07-16T04:31:59.811156
655,C. Ferguson,54,/en/players/chase-ferguson/f0c0/overview,2026-07-16T04:31:59.811156
656,S. Linde Palacios,54,/en/players/samuel-alejandro-linde-palacios/l0ld/overview,2026-07-16T04:31:59.811156
657,B. Holt,53,/en/players/brandon-holt/h09p/overview,2026-07-16T04:31:59.811156
658,I. Kudriashov,53,/en/players/igor-kudriashov/k0ga/overview,2026-07-16T04:31:59.811156
659,R. Colby,53,/en/players/ryan-colby/c0kv/overview,2026-07-16T04:31:59.811156
660,S. Kirchheimer,53,/en/players/strong-kirchheimer/kg27/overview,2026-07-16T04:31:59.811156
661,N. Villalon,53,/en/players/nicolas-villalon/v0f6/overview,2026-07-16T04:31:59.811156
662,Y. Ghazouani Durand,53,/en/players/yanis-ghazouani-durand/g0lg/overview,2026-07-16T04:31:59.811156
663,L. Andrade Da Silva,52,/en/players/lucas-andrade-da-silva/a0l6/overview,2026-07-16T04:31:59.811156
664,D. Chan,52,/en/players/duncan-chan/c0of/overview,2026-07-16T04:31:59.811156
665,J. Sheehy,52,/en/players/joshua-sheehy/s0nn/overview,2026-07-16T04:31:59.811156
666,A. Bakshi,52,/en/players/aleksandre-bakshi/bp74/overview,2026-07-16T04:31:59.811156
667,Y. Kawahashi,52,/en/players/yuta-kawahashi/k0ak/overview,2026-07-16T04:31:59.811156
668,Y. Demin,52,/en/players/yaroslav-demin/d0i6/overview,2026-07-16T04:31:59.811156
669,Y. Kikuchi,52,/en/players/yuta-kikuchi/k0ez/overview,2026-07-16T04:31:59.811156
670,S. Andreescu,52,/en/players/stefan-adrian-andreescu/a0j5/overview,2026-07-16T04:31:59.811156
671,Y. Takahashi,52,/en/players/yusuke-takahashi/tf58/overview,2026-07-16T04:31:59.811156
672,Y. Dzhavakian,52,/en/players/yurii-dzhavakian/db32/overview,2026-07-16T04:31:59.811156
673,R. Pascual Ferra,51,/en/players/roger-pascual-ferra/p0k3/overview,2026-07-16T04:31:59.811156
674,A. Mayo,51,/en/players/aidan-mayo/m0nb/overview,2026-07-16T04:31:59.811156
675,A. Vales,51,/en/players/amit-vales/v0g2/overview,2026-07-16T04:31:59.811156
676,L. Vithoontien,51,/en/players/leo-vithoontien/v0g6/overview,2026-07-16T04:31:59.811156
677,S. Hamza Reguig,51,/en/players/samir-hamza-reguig/h0ez/overview,2026-07-16T04:31:59.811156
678,M. Cerny,50,/en/players/matyas-cerny/c0gu/overview,2026-07-16T04:31:59.811156
679,E. Agafonov,50,/en/players/egor-agafonov/a0fm/overview,2026-07-16T04:31:59.811156
680,K. Saitoh,50,/en/players/keisuke-saitoh/s0ld/overview,2026-07-16T04:31:59.811156
681,M. Hurrion,50,/en/players/millen-hurrion/h0ei/overview,2026-07-16T04:31:59.811156
682,S. Johnson,49,/en/players/spencer-johnson/j0f2/overview,2026-07-16T04:31:59.811156
683,A. Bouquier,49,/en/players/arthur-bouquier/b0er/overview,2026-07-16T04:31:59.811156
684,D. Nunez,49,/en/players/daniel-antonio-nunez/n0bu/overview,2026-07-16T04:31:59.811156
685,A. Oetzbach,49,/en/players/adrian-oetzbach/o656/overview,2026-07-16T04:31:59.811156
686,T. Derepasko,49,/en/players/timofei-derepasko/d0l8/overview,2026-07-16T04:31:59.811156
687,O. Gutierrez,49,/en/players/oscar-jose-gutierrez/gc17/overview,2026-07-16T04:31:59.811156
688,J. Wolf,48,/en/players/j.j.-wolf/w09g/overview,2026-07-16T04:31:59.811156
689,O. Weightman,48,/en/players/oscar-weightman/w0ax/overview,2026-07-16T04:31:59.811156
690,M. Beauge,48,/en/players/maxence-beauge/b0a0/overview,2026-07-16T04:31:59.811156
691,G. Ghetu,48,/en/players/gabriel-ghetu/g0me/overview,2026-07-16T04:31:59.811156
692,M. Kestelboim,48,/en/players/mariano-kestelboim/ke69/overview,2026-07-16T04:31:59.811156
693,D. Kim,48,/en/players/dong-ju-kim/k0ci/overview,2026-07-16T04:31:59.811156
694,U. Park,48,/en/players/uisung-park/p0av/overview,2026-07-16T04:31:59.811156
695,J. Simundza,48,/en/players/josip-simundza/s0um/overview,2026-07-16T04:31:59.811156
696,P. De Lange,48,/en/players/pieter-de-lange/d0lk/overview,2026-07-16T04:31:59.811156
697,T. Zhang,48,/en/players/tianhui-zhang/z0d1/overview,2026-07-16T04:31:59.811156
698,M. Majdandzic,48,/en/players/marc-majdandzic/m0v5/overview,2026-07-16T04:31:59.811156
699,E. Zhu,48,/en/players/evan-zhu/z09k/overview,2026-07-16T04:31:59.811156
700,F. Ribero,48,/en/players/franco-ribero/r0bf/overview,2026-07-16T04:31:59.811156
701,T. Duran,47,/en/players/tuncay-duran/d0io/overview,2026-07-16T04:31:59.811156
702,Y. Mo,47,/en/players/ye-cong-mo/m0bw/overview,2026-07-16T04:31:59.811156
703,A. Huertas Del Pino Cordova,47,/en/players/arklon-huertas-del-pino-cordova/h0c9/overview,2026-07-16T04:31:59.811156
704,M. Fuele,47,/en/players/matyas-fuele/f09u/overview,2026-07-16T04:31:59.811156
705,S. Vincent Ruggeri,47,/en/players/samuel-vincent-ruggeri/v0di/overview,2026-07-16T04:31:59.811156
706,A. Petrovic,47,/en/players/andreja-petrovic/p0ep/overview,2026-07-16T04:31:59.811156
707,Y. Mochizuki,47,/en/players/yuki-mochizuki/m0b2/overview,2026-07-16T04:31:59.811156
708,S. Hazawa,47,/en/players/shinji-hazawa/h0ba/overview,2026-07-16T04:31:59.811156
709,S. Andre,47,/en/players/seydina-andre/a0ie/overview,2026-07-16T04:31:59.811156
710,K. Ivanovski,46,/en/players/kalin-ivanovski/i0ap/overview,2026-07-16T04:31:59.811156
711,F. Meligeni Alves,46,/en/players/felipe-meligeni-alves/mw75/overview,2026-07-16T04:31:59.811156
712,A. Pecci,46,/en/players/alessandro-pecci/p0fy/overview,2026-07-16T04:31:59.811156
713,K. Rahmani,46,/en/players/kasra-rahmani/r0k4/overview,2026-07-16T04:31:59.811156
714,R. Turcanu,46,/en/players/radu-david-turcanu/t0jz/overview,2026-07-16T04:31:59.811156
715,Y. Milev,46,/en/players/yanaki-milev/m0ka/overview,2026-07-16T04:31:59.811156
716,G. Bosio,46,/en/players/gabriele-bosio/b0g4/overview,2026-07-16T04:31:59.811156
717,K. Nishikori,45,/en/players/kei-nishikori/n552/overview,2026-07-16T04:31:59.811156
718,G. De Almeida,45,/en/players/gustavo-ribeiro-de-almeida/d0ip/overview,2026-07-16T04:31:59.811156
719,L. Sciahbasi,45,/en/players/lorenzo-sciahbasi/s0w4/overview,2026-07-16T04:31:59.811156
720,M. Sureshkumar,45,/en/players/manish-sureshkumar/sy74/overview,2026-07-16T04:31:59.811156
721,M. Krajci,45,/en/players/michal-krajci/k0l1/overview,2026-07-16T04:31:59.811156
722,M. Steiner,45,/en/players/maik-steiner/s0gf/overview,2026-07-16T04:31:59.811156
723,L. Wessels,45,/en/players/louis-wessels/wb25/overview,2026-07-16T04:31:59.811156
724,C. Hernandez,45,/en/players/carles-hernandez/h0dq/overview,2026-07-16T04:31:59.811156
725,H. Roh,44,/en/players/hoyoung-roh/r0j1/overview,2026-07-16T04:31:59.811156
726,A. Santamarta Roig,44,/en/players/andres-santamarta-roig/s0y0/overview,2026-07-16T04:31:59.811156
727,T. Papamalamis,44,/en/players/theo-papamalamis/p0k5/overview,2026-07-16T04:31:59.811156
728,G. Elias,44,/en/players/gastao-elias/e698/overview,2026-07-16T04:31:59.811156
729,H. Heck,44,/en/players/hunter-heck/h0eb/overview,2026-07-16T04:31:59.811156
730,S. Jong,44,/en/players/sander-jong/j0cu/overview,2026-07-16T04:31:59.811156
731,J. Nicod,44,/en/players/jakub-nicod/n0d9/overview,2026-07-16T04:31:59.811156
732,M. Van Der Meerschen,44,/en/players/martin-van-der-meerschen/v0bs/overview,2026-07-16T04:31:59.811156
733,R. Izquierdo Luque,44,/en/players/rafael-izquierdo-luque/i09u/overview,2026-07-16T04:31:59.811156
734,B. Jones,44,/en/players/ben-jones/j732/overview,2026-07-16T04:31:59.811156
735,N. Barsukov,44,/en/players/nikolai-barsukov/b0w9/overview,2026-07-16T04:31:59.811156
736,N. Vukadin,43,/en/players/noa-vukadin/v0es/overview,2026-07-16T04:31:59.811156
737,P. Basile,43,/en/players/pierluigi-basile/b0vx/overview,2026-07-16T04:31:59.811156
738,P. Lagutin,43,/en/players/pavel-lagutin/l0n0/overview,2026-07-16T04:31:59.811156
739,G. Tabacco,43,/en/players/giorgio-tabacco/t0fk/overview,2026-07-16T04:31:59.811156
740,F. Cavallo,43,/en/players/fernando-cavallo/c0o4/overview,2026-07-16T04:31:59.811156
741,L. Massard,43,/en/players/loann-massard/m0qk/overview,2026-07-16T04:31:59.811156
742,M. Covato,43,/en/players/matteo-covato/c0px/overview,2026-07-16T04:31:59.811156
743,M. De Krom,43,/en/players/michiel-de-krom/dh55/overview,2026-07-16T04:31:59.811156
744,M. Vrbensky,42,/en/players/michael-vrbensky/v0b2/overview,2026-07-16T04:31:59.811156
745,H. Hoeyeraal,42,/en/players/herman-hoeyeraal/h0dw/overview,2026-07-16T04:31:59.811156
746,N. Belozertsev,42,/en/players/nikita-belozertsev/b0v0/overview,2026-07-16T04:31:59.811156
747,J. Osorio,42,/en/players/juan-sebastian-osorio/o560/overview,2026-07-16T04:31:59.811156
748,O. Poulsen,42,/en/players/oskar-brostrom-poulsen/p0in/overview,2026-07-16T04:31:59.811156
749,P. Sornlaksup,42,/en/players/pawit-sornlaksup/s0vo/overview,2026-07-16T04:31:59.811156
750,W. Leite,42,/en/players/wilson-leite/la54/overview,2026-07-16T04:31:59.811156
751,T. Cigarran,42,/en/players/thiago-cigarran/c0gk/overview,2026-07-16T04:31:59.811156
752,E. Ejupovic,41,/en/players/elmar-ejupovic/e811/overview,2026-07-16T04:31:59.811156
753,A. Escoffier,41,/en/players/antoine-escoffier/e768/overview,2026-07-16T04:31:59.811156
754,T. Farjat,41,/en/players/tomas-farjat/f0bv/overview,2026-07-16T04:31:59.811156
755,A. Juan Mano,41,/en/players/alejandro-juan-mano/j0dg/overview,2026-07-16T04:31:59.811156
756,M. Mazza,41,/en/players/manuel-mazza/m0en/overview,2026-07-16T04:31:59.811156
757,R. Fishback,41,/en/players/ryan-fishback/f0hi/overview,2026-07-16T04:31:59.811156
758,D. Klok,41,/en/players/denis-klok/kg49/overview,2026-07-16T04:31:59.811156
759,V. Marysko,41,/en/players/vincent-marysko/m0v7/overview,2026-07-16T04:31:59.811156
760,I. Parisca Romera,41,/en/players/ignacio-parisca-romera/p0i5/overview,2026-07-16T04:31:59.811156
761,M. Bertimon,41,/en/players/maxence-bertimon/b0bz/overview,2026-07-16T04:31:59.811156
762,N. Zanellato,41,/en/players/nicolas-zanellato/z0by/overview,2026-07-16T04:31:59.811156
763,J. Charlton,41,/en/players/joshua-charlton/c09y/overview,2026-07-16T04:31:59.811156
764,N. Jarry,40,/en/players/nicolas-jarry/j551/overview,2026-07-16T04:31:59.811156
765,M. Valkusz,40,/en/players/mate-valkusz/va70/overview,2026-07-16T04:31:59.811156
766,S. Parker,40,/en/players/stuart-parker/p0bk/overview,2026-07-16T04:31:59.811156
767,D. Jade,40,/en/players/daniel-jade/j0em/overview,2026-07-16T04:31:59.811156
768,N. Vylegzhanin,40,/en/players/nikolay-vylegzhanin/v0bd/overview,2026-07-16T04:31:59.811156
769,R. Matsuda,40,/en/players/ryuki-matsuda/m0g0/overview,2026-07-16T04:31:59.811156
770,P. Delage,40,/en/players/pierre-delage/d0db/overview,2026-07-16T04:31:59.811156
771,N. Honda,40,/en/players/naoya-honda/h0j1/overview,2026-07-16T04:31:59.811156
772,J. Hallquist Lithen,40,/en/players/john-hallquist-lithen/h0e7/overview,2026-07-16T04:31:59.811156
773,A. Braynin,40,/en/players/aleksandr-braynin/b0bk/overview,2026-07-16T04:31:59.811156
774,C. Williams,39,/en/players/cooper-williams/w0dd/overview,2026-07-16T04:31:59.811156
775,F. Moroni,39,/en/players/filippo-moroni/m0gp/overview,2026-07-16T04:31:59.811156
776,N. Nakagawa,39,/en/players/naoki-nakagawa/n707/overview,2026-07-16T04:31:59.811156
777,A. Ganesan,39,/en/players/adhithya-ganesan/g0mi/overview,2026-07-16T04:31:59.811156
778,M. Miladinovic,39,/en/players/marko-miladinovic/m0cg/overview,2026-07-16T04:31:59.811156
779,T. Handel,39,/en/players/tim-handel/h0eh/overview,2026-07-16T04:31:59.811156
780,N. Arseneault,38,/en/players/nicolas-arseneault/a0k3/overview,2026-07-16T04:31:59.811156
781,G. Nanda,38,/en/players/govind-nanda/n0al/overview,2026-07-16T04:31:59.811156
782,A. Kachmazov,38,/en/players/alibek-kachmazov/k0e6/overview,2026-07-16T04:31:59.811156
783,F. Coria,38,/en/players/federico-coria/ce77/overview,2026-07-16T04:31:59.811156
784,G. Tanner,38,/en/players/gian-luca-tanner/t0e0/overview,2026-07-16T04:31:59.811156
785,J. Pereira,38,/en/players/jose-pereira/pc09/overview,2026-07-16T04:31:59.811156
786,S. Fukuda,38,/en/players/sora-fukuda/f965/overview,2026-07-16T04:31:59.811156
787,E. Ruusuvuori,37,/en/players/emil-ruusuvuori/rh24/overview,2026-07-16T04:31:59.811156
788,C. Eubanks,37,/en/players/christopher-eubanks/e865/overview,2026-07-16T04:31:59.811156
789,M. Antonius,37,/en/players/michael-antonius/a0o1/overview,2026-07-16T04:31:59.811156
790,P. Bertran,37,/en/players/peter-bertran/bp79/overview,2026-07-16T04:31:59.811156
791,T. Paroulek,37,/en/players/tadeas-paroulek/p0bm/overview,2026-07-16T04:31:59.811156
792,G. Pennaforti,37,/en/players/gabriele-pennaforti/p0jg/overview,2026-07-16T04:31:59.811156
793,P. Rodenas,37,/en/players/pedro-rodenas/r0h2/overview,2026-07-16T04:31:59.811156
794,A. Arzhankin,37,/en/players/anton-arzhankin/a0o2/overview,2026-07-16T04:31:59.811156
795,M. Ponchet,37,/en/players/matt-ponchet/p0iv/overview,2026-07-16T04:31:59.811156
796,M. Turker,37,/en/players/mert-naci-turker/td49/overview,2026-07-16T04:31:59.811156
797,M. Kuhar,37,/en/players/matt-kuhar/k0em/overview,2026-07-16T04:31:59.811156
798,D. Salazar,37,/en/players/daniel-salazar/s0gm/overview,2026-07-16T04:31:59.811156
799,T. Ichikawa,37,/en/players/taisei-ichikawa/i0a6/overview,2026-07-16T04:31:59.811156
800,A. Gautier,36,/en/players/alexis-gautier/gj05/overview,2026-07-16T04:31:59.811156
801,S. Imai,36,/en/players/shintaro-imai/i330/overview,2026-07-16T04:31:59.811156
802,A. Turriziani Alvarez,36,/en/players/alejandro-turriziani-alvarez/t0fh/overview,2026-07-16T04:31:59.811156
803,R. Alujas,36,/en/players/rodrigo-alujas/a0kh/overview,2026-07-16T04:31:59.811156
804,M. Hopp,36,/en/players/michel-hopp/h0gw/overview,2026-07-16T04:31:59.811156
805,D. Rapagnetta,36,/en/players/daniele-rapagnetta/r0km/overview,2026-07-16T04:31:59.811156
806,N. Slavic,36,/en/players/nikola-slavic/s0kg/overview,2026-07-16T04:31:59.811156
807,N. Ionel,36,/en/players/nicholas-david-ionel/i0a7/overview,2026-07-16T04:31:59.811156
808,A. Johnson,35,/en/players/andrew-johnson/j0fu/overview,2026-07-16T04:31:59.811156
809,F. Juarez,35,/en/players/facundo-juarez/j737/overview,2026-07-16T04:31:59.811156
810,M. Agwi,35,/en/players/michael-agwi/a0ja/overview,2026-07-16T04:31:59.811156
811,A. Azkara,35,/en/players/arda-azkara/a0dv/overview,2026-07-16T04:31:59.811156
812,S. Jones,35,/en/players/scott-jones/j0a6/overview,2026-07-16T04:31:59.811156
813,G. Shebekin,35,/en/players/grigory-shebekin/s0yn/overview,2026-07-16T04:31:59.811156
814,S. D'Agostino,35,/en/players/stefano-d'agostino/d0d9/overview,2026-07-16T04:31:59.811156
815,D. Azoidis,35,/en/players/dimitris-azoidis/a0c5/overview,2026-07-16T04:31:59.811156
816,N. Oliveira,34,/en/players/nicolas-oliveira/o0cl/overview,2026-07-16T04:31:59.811156
817,K. Miyoshi,34,/en/players/kenta-miyoshi/m0rx/overview,2026-07-16T04:31:59.811156
818,D. Novak,34,/en/players/dennis-novak/db59/overview,2026-07-16T04:31:59.811156
819,Maximilian Neuchrist,34,/en/players/maximilian-neuchrist/n663/overview,2026-07-16T04:31:59.811156
820,T. Cacao,34,/en/players/tiago-cacao/cn88/overview,2026-07-16T04:31:59.811156
821,M. Mbithi,34,/en/players/mwendwa-mbithi/mw69/overview,2026-07-16T04:31:59.811156
822,B. Torrealba,34,/en/players/benjamin-torrealba/t0h5/overview,2026-07-16T04:31:59.811156
823,A. De Marchi,34,/en/players/andrea-de-marchi/d0jz/overview,2026-07-16T04:31:59.811156
824,D. Dinev,34,/en/players/dinko-dinev/d0hs/overview,2026-07-16T04:31:59.811156
825,P. Inchauspe,33,/en/players/paul-inchauspe/i0b6/overview,2026-07-16T04:31:59.811156
826,D. Tomescu,33,/en/players/dan-alexandru-tomescu/t0aa/overview,2026-07-16T04:31:59.811156
827,S. Haita,33,/en/players/stefan-horia-haita/h0l4/overview,2026-07-16T04:31:59.811156
828,M. Van Der Merwe,33,/en/players/marc-van-der-merwe/v0in/overview,2026-07-16T04:31:59.811156
829,N. Rodrigues,33,/en/players/natan-rodrigues/r0ek/overview,2026-07-16T04:31:59.811156
830,K. Chopra,33,/en/players/keshav-chopra/c0gg/overview,2026-07-16T04:31:59.811156
831,A. Mazdrashki,33,/en/players/anas-mazdrashki/m0wl/overview,2026-07-16T04:31:59.811156
832,F. Rocha,33,/en/players/francisco-rocha/r0f6/overview,2026-07-16T04:31:59.811156
833,J. Sperle,33,/en/players/john-sperle/s0lr/overview,2026-07-16T04:31:59.811156
834,T. Yamanaka,33,/en/players/taiyo-yamanaka/y0a8/overview,2026-07-16T04:31:59.811156
835,J. Loureiro,33,/en/players/joao-victor-couto-loureiro/l0g5/overview,2026-07-16T04:31:59.811156
836,D. Cazacu,33,/en/players/dragos-nicolae-cazacu/c0mx/overview,2026-07-16T04:31:59.811156
837,K. Montsi,32,/en/players/khololwam-montsi/m0fn/overview,2026-07-16T04:31:59.811156
838,P. Brady,32,/en/players/patrick-brady/b0nv/overview,2026-07-16T04:31:59.811156
839,G. Miguel,32,/en/players/guto-miguel/m0wy/overview,2026-07-16T04:31:59.811156
840,Y. Kusuhara,32,/en/players/yusuke-kusuhara/k0es/overview,2026-07-16T04:31:59.811156
841,A. Knaff,32,/en/players/alex-knaff/kj00/overview,2026-07-16T04:31:59.811156
842,C. Mueller,32,/en/players/calvin-mueller/m0jp/overview,2026-07-16T04:31:59.811156
843,M. Homberg,32,/en/players/maximilian-homberg/h0gk/overview,2026-07-16T04:31:59.811156
844,W. Grant,32,/en/players/william-grant/g0dd/overview,2026-07-16T04:31:59.811156
845,B. Pietri,32,/en/players/benjamin-pietri/p09s/overview,2026-07-16T04:31:59.811156
846,J. Plans,32,/en/players/jorge-plans/p0e2/overview,2026-07-16T04:31:59.811156
847,L. Castagnola,32,/en/players/luca-castagnola/c0hv/overview,2026-07-16T04:31:59.811156
848,N. Jadoun,32,/en/players/nicolas-jadoun/j0dl/overview,2026-07-16T04:31:59.811156
